,url_length,count-letters,count-,hostname_length,count-www,fd_length,count.,count-digits,count_dir,tld_length
17321,105,64,13,12,0,65,1,20,3,3
17322,125,99,0,13,0,10,2,6,3,6
17323,123,42,1,7,0,4,1,45,4,3
17324,92,74,10,12,0,72,2,2,1,2
17325,83,66,11,17,0,58,2,0,1,3
17326,93,80,2,10,1,15,3,0,5,6
17327,85,67,0,15,0,16,2,7,3,2
17328,157,98,0,12,0,7,12,38,2,3
17329,93,71,5,6,0,8,1,8,5,2
17330,114,64,0,11,0,6,1,19,2,2
17331,74,38,0,19,1,11,4,24,5,6
17332,96,73,3,14,0,6,2,8,3,3
17333,110,92,6,6,0,2,1,1,7,2
17334,85,61,9,10,0,6,1,7,4,3
17335,93,59,9,11,0,4,2,15,5,5
17336,147,58,2,7,0,4,1,43,4,3
17337,89,69,8,20,0,61,1,7,1,3
17338,137,78,0,12,0,7,9,41,2,3
17339,120,94,2,9,0,9,2,3,2,5
17340,83,60,3,12,0,8,1,11,5,3
17341,86,65,4,6,0,8,1,8,5,2
17342,138,105,2,15,0,16,3,11,3,2
17343,135,103,14,10,0,5,2,8,5,3
17344,87,53,0,15,0,4,1,20,10,3
17345,87,55,0,15,0,4,1,18,10,3
17346,67,45,0,18,0,11,6,8,2,6
17347,144,81,0,12,0,7,12,42,2,3
17348,93,73,7,13,0,9,1,6,3,3
17349,100,85,7,9,0,10,1,0,4,3
17350,91,72,13,17,0,66,2,0,1,3
17351,110,82,0,10,0,4,2,3,2,3
17352,106,72,4,10,0,7,2,17,7,2
17353,225,127,8,10,0,10,1,23,3,2
17354,148,103,0,15,0,7,2,20,3,2
17355,65,55,0,18,1,9,3,0,4,3
17356,97,76,5,6,0,8,1,8,4,2
17357,144,111,15,10,0,5,2,8,5,3
17358,107,60,8,10,0,5,1,30,5,3
17359,185,129,7,11,0,3,2,28,1,2
17360,227,80,1,13,0,8,1,76,6,3
17361,118,90,13,7,0,8,1,8,3,3
17362,128,86,15,21,0,84,1,20,1,3
17363,237,84,6,9,0,5,1,73,4,3
17364,135,84,0,13,0,7,5,28,2,3
17365,97,71,12,7,0,5,1,7,3,2
17366,119,64,1,23,1,6,2,45,2,3
17367,156,56,3,9,0,5,1,49,4,3
17368,86,71,7,6,0,9,1,0,4,3
17369,65,47,0,10,0,1,1,5,3,3
17370,103,79,12,7,0,8,1,5,3,3
17371,105,43,0,12,0,3,1,29,2,2
17372,99,79,8,12,0,6,1,4,4,3
17373,84,63,4,6,0,8,1,8,5,2
17374,292,94,11,9,0,5,1,97,4,3
17375,83,68,2,9,0,2,2,1,7,5
17376,72,26,0,9,0,54,1,22,2,4
17377,101,59,2,9,0,8,6,15,2,2
17378,170,133,3,16,0,8,4,9,4,6
17379,85,61,7,17,0,4,1,8,5,3
17380,87,53,0,15,0,4,1,20,10,3
17381,97,78,13,9,0,5,1,0,2,3
17382,102,67,12,11,0,4,1,14,5,3
17383,87,72,3,6,0,2,2,1,6,2
17384,132,110,10,6,0,2,1,1,7,2
17385,112,79,14,14,0,4,2,8,6,3
17386,128,92,4,15,0,16,2,11,3,2
17387,113,90,8,10,0,14,1,6,2,3
17388,189,114,2,7,0,4,1,34,5,2
17389,85,63,4,12,0,8,1,8,6,3
17390,108,80,15,12,0,7,1,7,2,3
17391,123,81,0,9,0,8,5,16,2,2
17392,110,86,8,10,0,4,2,7,2,3
17393,122,96,2,9,0,9,2,3,2,5
17394,79,55,1,14,1,2,4,8,6,3
17395,95,60,0,11,0,10,2,12,3,3
17396,93,69,10,10,0,6,1,6,4,3
17397,102,86,5,6,0,2,2,1,5,2
17398,96,53,0,9,0,8,3,19,2,2
17399,103,69,3,10,0,7,1,14,5,2
17400,95,80,8,11,0,39,1,0,3,3
17401,94,77,8,15,0,9,2,0,4,6
17402,113,88,1,9,0,9,2,3,2,5
17403,99,81,1,9,0,8,1,2,2,3
17404,86,61,0,9,0,3,3,7,3,3
17405,89,74,9,8,0,5,1,0,2,3
17406,101,41,0,14,0,4,1,29,4,2
17407,99,36,0,9,0,81,1,30,2,4
17408,88,63,11,8,0,4,1,6,4,3
17409,89,77,3,13,0,2,1,0,5,2
17410,115,58,2,15,0,4,2,25,5,3
17411,154,111,0,15,0,16,10,15,3,2
17412,95,70,6,12,0,10,1,10,5,3
17413,113,83,11,17,0,4,1,10,5,3
17414,112,82,0,10,0,4,2,5,2,3
17415,89,62,9,15,0,4,1,9,5,3
17416,123,81,0,9,0,8,5,16,2,2
17417,388,147,1,11,0,4,2,126,1,3
17418,83,69,8,8,0,5,1,0,2,3
17419,99,81,8,8,0,13,1,3,3,3
17420,387,120,12,9,0,5,1,133,4,3
17421,88,42,0,9,0,3,1,18,3,2
17422,103,86,8,15,0,16,2,0,4,6
17423,124,89,8,13,0,16,2,17,3,3
17424,84,42,1,13,0,8,1,19,3,3
17425,83,62,5,11,0,7,1,7,5,3
17426,96,59,0,11,0,10,2,14,3,3
17427,361,149,1,11,0,4,2,106,1,3
17428,166,133,7,17,0,8,2,10,2,3
17429,99,77,9,13,0,9,1,6,3,3
17430,107,75,11,14,0,4,2,10,6,3
17431,111,83,9,14,0,2,2,8,6,3
17432,87,52,0,15,0,4,1,21,10,3
17433,115,56,2,15,0,4,2,27,5,3
17434,118,74,16,11,0,4,2,18,5,5
17435,88,64,11,11,0,55,1,6,1,2
17436,88,65,8,9,0,5,3,7,2,5
17437,109,80,12,14,0,4,1,8,5,3
17438,87,51,0,15,0,4,1,22,10,3
17439,102,82,4,21,0,9,3,4,6,6
17440,407,125,12,9,0,4,1,142,4,3
17441,88,60,0,15,0,7,7,14,3,2
17442,86,63,0,12,0,6,2,7,3,3
17443,147,48,2,7,0,4,1,53,4,3
17444,98,69,10,12,0,4,1,10,5,3
17445,110,81,10,14,0,4,2,8,6,3
17446,90,63,2,10,0,7,2,14,6,2
17447,127,101,12,11,0,6,2,1,2,3
17448,117,87,12,10,0,5,2,8,5,3
17449,93,79,1,15,0,9,1,0,3,3
17450,113,85,14,8,0,4,1,6,4,3
17451,84,42,1,13,0,8,1,19,3,3
17452,85,44,2,11,0,4,1,13,2,2
17453,111,82,0,10,0,4,2,4,2,3
17454,273,117,1,11,0,4,2,79,1,3
17455,111,81,0,10,0,4,2,5,2,3
17456,107,78,10,10,0,6,1,11,2,3
17457,207,118,0,13,0,13,2,34,2,3
17458,88,66,9,12,0,67,1,7,2,3
17459,97,76,10,15,0,74,1,5,1,3
17460,103,83,1,13,0,4,3,2,8,3
17461,109,91,11,13,0,8,1,0,3,3
17462,78,60,1,12,0,10,4,3,5,3
17463,107,90,8,17,0,7,1,0,5,3
17464,103,77,8,11,0,65,1,10,4,3
17465,111,96,5,13,0,2,2,0,5,2
17466,135,84,0,13,0,7,5,28,2,3
17467,91,49,3,10,0,5,1,30,5,3
17468,102,82,11,15,0,9,2,0,4,6
17469,100,72,14,13,0,12,2,7,2,2
17470,97,74,10,15,0,9,1,6,3,3
17471,120,94,12,17,0,9,1,7,3,3
17472,111,82,6,10,0,5,4,4,10,3
17473,90,75,8,11,0,36,1,0,3,3
17474,108,84,10,15,0,9,1,8,2,3
17475,118,86,14,10,0,4,1,9,5,3
17476,96,70,9,8,0,4,1,9,4,3
17477,98,82,9,8,0,13,1,0,3,3
17478,95,79,9,12,0,6,2,0,2,3
17479,89,69,13,17,0,64,2,1,1,3
17480,105,81,11,10,0,6,2,6,2,2
17481,115,96,6,9,0,2,2,1,7,5
17482,139,110,7,13,0,5,1,7,3,2
17483,103,86,10,14,0,7,1,0,3,3
17484,83,66,5,10,0,6,2,5,2,2
17485,44,39,0,0,0,8,2,0,3,-1
17486,69,32,0,12,1,4,3,26,4,3
17487,151,99,0,12,0,7,11,32,2,3
17488,105,73,5,13,0,16,2,17,3,3
17489,93,72,5,14,0,13,1,7,5,3
17490,117,73,0,11,0,21,1,33,4,3
17491,162,57,4,9,0,5,1,51,4,3
17492,211,159,37,10,0,7,1,8,3,3
17493,150,100,0,12,0,7,11,30,2,3
17494,106,88,10,17,0,7,1,0,4,3
17495,87,51,0,15,0,4,1,22,10,3
17496,102,87,0,15,0,9,1,1,3,3
17497,104,75,0,12,0,6,2,9,3,3
17498,88,65,9,8,0,4,1,6,4,3
17499,86,72,2,6,0,2,1,1,7,2
17500,94,69,8,17,0,4,1,8,5,3
17501,84,63,4,10,0,2,1,5,6,3
17502,105,63,4,7,0,11,2,27,4,3
17503,83,61,8,8,0,4,1,6,4,3
17504,113,82,0,10,0,4,2,6,2,3
17505,86,62,6,17,0,9,1,11,3,3
17506,95,78,5,6,0,2,2,1,6,2
17507,101,74,8,12,0,8,1,10,5,3
17508,64,54,0,12,0,4,2,0,4,3
17509,144,57,2,14,0,4,1,39,2,3
17510,95,59,3,10,0,7,1,16,5,2
17511,92,68,9,14,0,5,1,7,4,3
17512,122,92,13,14,0,4,1,8,5,3
17513,95,52,13,9,0,5,2,23,2,2
17514,123,95,13,10,0,2,1,6,5,3
17515,97,58,13,9,0,7,2,19,2,2
17516,95,74,8,10,0,6,1,5,4,3
17517,91,70,7,10,0,7,1,7,2,3
17518,83,55,8,14,0,4,1,11,5,3
17519,152,58,0,9,0,3,1,44,2,2
17520,100,74,8,14,0,7,1,8,6,3
17521,179,129,13,15,0,16,4,20,8,6
17522,101,69,0,15,0,7,13,12,3,2
17523,91,51,6,9,0,5,1,20,3,3
17524,96,75,8,15,0,9,1,6,3,3
17525,88,69,4,16,0,4,1,8,3,3
17526,88,40,1,6,0,2,1,19,4,2
17527,250,143,0,6,0,2,1,54,3,2
17528,87,56,7,11,0,4,1,15,5,3
17529,87,68,7,6,0,7,1,4,4,3
17530,110,81,0,10,0,4,2,4,2,3
17531,83,60,3,12,0,8,1,11,5,3
17532,101,42,0,9,0,0,1,27,1,2
17533,92,71,9,6,0,7,1,4,4,3
17534,81,27,0,9,0,63,1,27,2,4
17535,186,57,0,9,0,1,1,68,3,2
17536,135,109,18,13,0,20,1,1,3,3
17537,123,81,0,9,0,8,5,16,2,2
17538,108,74,8,10,0,7,2,9,2,2
17539,119,95,9,17,0,9,1,8,3,3
17540,104,75,10,10,0,11,1,11,2,3
17541,84,62,7,15,0,4,1,8,3,3
17542,119,82,8,10,0,7,2,10,2,2
17543,123,81,0,9,0,8,5,16,2,2
17544,122,56,3,11,0,4,1,25,2,2
17545,78,51,7,6,0,4,1,11,5,2
17546,393,125,10,9,0,4,1,133,4,3
17547,110,82,7,17,0,10,3,10,1,3
17548,113,94,11,12,0,8,1,0,4,3
17549,45,21,0,0,0,7,4,15,4,-1
17550,223,155,27,11,0,4,1,28,9,3
17551,152,107,20,11,0,4,2,15,5,5
17552,117,97,3,13,0,17,2,0,3,3
17553,87,62,0,9,0,3,3,7,3,3
17554,106,77,0,10,0,4,2,4,2,3
17555,99,83,7,15,0,14,2,0,4,6
17556,91,68,5,12,0,8,1,8,6,3
17557,123,96,6,14,0,12,3,8,7,3
17558,109,81,14,8,0,4,1,6,4,3
17559,92,75,8,9,0,13,1,2,3,3
17560,83,59,9,10,0,65,1,10,1,3
17561,99,35,0,9,0,81,1,31,2,4
17562,113,87,7,15,0,7,3,10,3,6
17563,151,117,17,11,0,7,2,5,4,3
17564,84,56,0,12,0,8,3,11,4,6
17565,105,67,1,15,0,7,2,17,3,2
17566,88,61,7,14,0,4,1,11,5,3
17567,107,79,11,14,0,6,1,9,4,3
17568,111,82,0,10,0,4,2,4,2,3
17569,308,120,1,11,0,4,2,99,1,3
17570,111,85,9,12,0,4,1,8,5,3
17571,134,111,15,21,0,105,1,3,1,3
17572,136,56,2,7,0,4,1,40,4,3
17573,156,77,2,6,0,4,1,33,3,2
17574,96,67,2,13,0,10,6,8,6,4
17575,100,73,7,11,0,4,1,8,5,3
17576,85,68,9,10,0,6,1,1,3,3
17577,178,62,2,7,0,4,1,61,4,3
17578,87,52,0,15,0,4,1,21,10,3
17579,85,66,6,15,0,9,1,6,3,3
17580,170,133,13,18,0,7,4,8,9,6
17581,85,55,0,11,0,5,1,15,1,3
17582,98,70,11,10,0,6,2,10,2,2
17583,87,63,9,14,0,65,1,10,1,3
17584,123,91,12,14,0,8,1,10,6,3
17585,119,92,0,13,0,4,2,9,3,6
17586,118,77,0,13,0,5,2,22,14,6
17587,91,67,10,8,0,4,1,6,4,3
17588,102,76,13,10,0,6,1,5,4,3
17589,87,70,0,15,0,7,1,9,2,3
17590,85,73,6,13,0,7,1,0,2,2
17591,96,74,4,14,0,4,1,8,4,3
17592,88,52,0,32,0,6,4,25,1,2
17593,92,36,0,16,0,3,1,28,3,3
17594,90,69,9,13,0,4,1,5,3,3
17595,93,67,9,11,0,66,1,10,3,3
17596,311,111,8,13,0,4,1,100,6,3
17597,119,84,13,10,0,101,2,16,1,2
17598,89,43,0,15,0,6,3,32,8,3
17599,157,121,12,11,0,66,1,10,1,3
17600,152,110,18,14,0,5,1,15,5,3
17601,87,64,5,12,0,8,1,8,6,3
17602,86,62,9,12,0,66,1,10,1,3
17603,64,47,0,19,0,4,6,3,5,14
17604,78,58,0,16,0,6,2,5,5,3
17605,106,77,0,11,0,2,1,8,9,2
17606,87,64,0,12,0,6,2,8,3,3
17607,101,76,0,12,0,6,2,7,3,3
17608,110,41,2,13,0,89,1,35,1,3
17609,87,66,8,9,0,19,1,6,3,3
17610,86,72,4,11,0,2,1,0,6,3
17611,89,54,10,11,0,4,2,15,5,5
17612,86,66,12,17,0,61,2,2,1,3
17613,109,82,10,9,0,10,1,9,4,3
17614,98,61,12,11,0,4,2,15,5,5
17615,87,51,0,15,0,4,1,22,10,3
17616,88,62,9,13,0,4,1,8,5,3
17617,104,75,15,15,0,18,3,6,2,6
17618,84,70,4,13,0,2,2,0,5,2
17619,94,40,0,9,0,3,1,24,3,2
17620,117,97,13,8,0,13,1,0,3,3
17621,107,85,9,17,0,7,1,4,5,3
17622,104,88,4,6,0,2,1,1,7,2
17623,231,77,8,9,0,5,1,74,4,3
17624,111,84,14,11,0,7,1,7,2,3
17625,86,62,9,12,0,66,1,10,1,3
17626,87,51,0,15,0,4,1,22,10,3
17627,120,91,11,11,0,4,2,5,7,3
17628,100,75,8,14,0,5,1,9,4,3
17629,102,77,11,14,0,7,1,7,2,3
17630,85,67,5,10,0,6,1,5,4,3
17631,75,46,0,14,0,10,3,18,5,3
17632,105,79,12,10,0,5,1,8,2,3
17633,97,71,14,11,0,78,2,6,1,2
17634,100,79,15,17,0,75,2,0,1,3
17635,93,49,0,10,0,13,2,31,1,2
17636,148,126,13,17,0,7,1,0,5,3
17637,84,53,7,11,0,4,1,15,5,3
17638,228,89,1,14,0,4,1,63,2,3
17639,86,60,13,6,0,6,1,6,3,3
17640,140,95,8,9,0,6,1,22,9,3
17641,97,82,9,13,0,7,1,0,2,2
17642,98,55,0,7,0,6,1,15,2,2
17643,117,93,11,18,0,8,1,7,2,3
17644,100,86,4,13,0,2,2,0,5,2
17645,106,72,3,10,0,7,1,13,5,2
17646,96,72,0,13,0,9,2,6,3,6
17647,65,47,0,10,0,1,1,5,3,3
17648,117,89,15,13,0,9,1,6,3,3
17649,112,85,1,17,0,14,3,8,1,3
17650,102,78,10,8,0,4,1,6,4,3
17651,87,72,9,12,0,67,2,0,1,2
17652,109,87,5,6,0,8,1,8,5,2
17653,155,94,0,13,0,13,2,23,2,3
17654,116,89,14,7,0,8,1,6,3,3
17655,103,81,10,10,0,5,1,6,2,3
17656,70,55,0,21,0,9,3,3,4,6
17657,86,64,9,12,0,65,1,7,2,3
17658,129,101,9,14,0,7,2,8,6,3
17659,93,49,0,10,0,13,2,31,1,2
17660,92,66,12,8,0,4,1,6,4,3
17661,230,143,5,10,0,7,2,49,3,2
17662,118,96,15,13,0,12,1,0,3,3
17663,83,54,13,11,0,64,2,10,1,2
17664,112,82,0,10,0,4,2,5,2,3
17665,83,58,11,14,0,61,1,9,1,3
17666,120,95,1,6,0,2,1,1,3,2
17667,185,142,0,17,0,11,2,9,1,3
17668,83,54,9,12,0,4,1,11,5,3
17669,100,76,10,10,0,6,1,6,4,3
17670,93,49,0,11,0,6,1,15,2,2
17671,136,99,14,14,0,7,2,12,6,3
17672,83,46,0,13,0,11,1,14,3,2
17673,100,71,12,15,0,4,1,8,5,3
17674,275,94,6,13,0,4,1,91,6,3
17675,110,80,11,14,0,7,2,8,6,3
17676,94,76,8,11,0,2,1,0,6,3
17677,103,84,12,12,0,6,2,0,2,3
17678,95,78,1,13,0,6,2,0,1,3
17679,140,89,0,12,0,7,9,33,2,3
17680,96,60,0,11,0,10,2,13,3,3
17681,155,121,11,18,0,7,4,8,8,6
17682,235,143,9,10,0,7,2,50,3,2
17683,92,68,11,6,0,6,1,6,3,3
17684,99,74,7,14,0,11,1,8,6,3
17685,133,100,0,15,0,7,2,11,3,2
17686,99,78,8,15,0,9,1,6,3,3
17687,86,64,7,10,0,56,2,7,1,3
17688,108,90,4,13,0,17,1,0,1,3
17689,88,68,7,15,0,9,1,6,3,3
17690,127,81,15,11,0,4,2,21,5,5
17691,79,56,5,13,0,4,1,9,5,2
17692,115,91,11,18,0,8,1,7,2,3
17693,85,61,7,14,0,4,1,8,5,3
17694,90,75,5,11,0,2,1,0,6,3
17695,107,87,10,11,0,2,1,0,6,3
17696,85,64,12,15,0,62,2,3,1,3
17697,89,77,1,6,0,12,2,0,6,2
17698,307,117,1,11,0,4,2,102,1,3
17699,139,43,0,9,0,4,1,51,2,2
17700,96,81,4,6,0,2,2,1,5,2
17701,95,69,9,10,0,4,1,8,5,3
17702,106,84,10,6,0,7,1,4,4,3
17703,99,76,13,7,0,1,1,3,3,2
17704,157,100,0,12,0,7,14,34,2,3
17705,76,60,3,21,0,9,3,2,5,6
17706,103,54,0,18,0,3,1,37,6,3
17707,99,70,10,14,0,2,2,8,6,3
17708,135,56,1,14,1,4,2,39,4,3
17709,89,57,0,15,1,7,3,20,2,2
17710,84,60,6,14,0,7,1,8,6,3
17711,87,52,0,15,0,4,1,21,10,3
17712,89,71,6,15,0,9,1,5,3,3
17713,87,66,9,7,0,8,1,5,3,3
17714,263,111,1,11,0,4,2,79,1,3
17715,114,75,1,15,0,16,3,18,3,2
17716,104,87,10,13,0,12,1,0,3,3
17717,90,70,0,9,0,8,4,2,3,3
17718,126,80,10,11,0,4,1,25,5,3
17719,129,110,10,15,0,12,2,0,4,6
17720,115,89,6,14,0,12,2,8,7,3
17721,172,111,0,12,0,7,17,35,2,3
17722,155,96,0,13,0,13,2,21,2,3
17723,86,40,1,6,0,2,1,17,4,2
17724,122,99,13,17,0,7,1,2,4,3
17725,190,132,8,11,0,3,3,28,1,2
17726,41,35,1,0,0,10,2,0,3,-1
17727,106,79,14,7,0,8,1,6,3,3
17728,84,61,7,15,0,7,1,7,5,3
17729,92,70,8,11,1,5,3,0,1,3
17730,140,89,2,11,0,3,2,28,1,2
17731,95,72,14,15,0,72,2,3,1,3
17732,121,84,4,9,0,6,1,18,9,3
17733,95,50,0,15,0,5,2,32,2,3
17734,182,60,6,9,0,5,1,60,4,3
17735,139,101,13,11,0,3,2,12,7,3
17736,96,72,11,10,0,7,1,7,2,3
17737,313,111,8,13,0,4,1,98,6,3
17738,99,71,13,7,0,8,1,8,3,3
17739,146,94,0,12,0,7,11,32,2,3
17740,87,66,0,16,0,63,1,7,1,2
17741,92,43,0,12,0,6,1,23,3,2
17742,87,48,0,15,0,4,1,25,10,3
17743,363,294,50,10,0,7,1,12,3,3
17744,83,73,0,17,0,11,3,0,2,3
17745,129,99,11,14,0,2,2,8,6,3
17746,101,84,4,9,0,2,2,1,7,5
17747,103,65,11,11,0,4,2,17,5,5
17748,126,93,14,14,0,7,2,8,6,3
17749,92,77,9,8,0,5,1,0,2,3
17750,89,69,5,14,0,13,1,6,5,3
17751,87,42,1,6,0,2,1,16,4,2
17752,129,86,16,10,0,19,1,19,2,3
17753,97,71,7,14,0,10,2,8,6,3
17754,83,62,9,11,0,64,2,6,1,2
17755,139,83,0,12,0,7,9,38,2,3
17756,106,65,12,11,0,4,2,19,5,5
17757,143,92,18,8,0,7,1,25,4,2
17758,91,63,11,7,0,8,1,10,3,3
17759,95,68,10,10,0,4,1,8,5,3
17760,98,80,1,12,1,4,1,1,4,3
17761,90,62,8,17,0,4,1,11,5,3
17762,101,73,11,12,0,4,1,8,5,3
17763,112,92,13,15,0,15,1,0,3,3
17764,84,64,9,15,0,61,1,5,1,3
17765,70,40,2,15,1,2,8,12,3,3
17766,67,45,0,15,1,1,2,6,2,3
17767,83,32,1,9,0,6,1,25,3,3
17768,83,65,7,15,0,60,1,5,1,3
17769,83,63,4,15,0,4,1,9,3,3
17770,100,72,10,7,0,5,1,11,3,2
17771,112,89,14,8,0,13,1,2,3,3
17772,186,143,0,17,0,11,2,9,1,3
17773,89,75,2,16,0,6,1,0,3,3
17774,64,53,0,18,0,8,2,1,5,2
17775,110,83,8,15,0,8,1,9,2,3
17776,90,61,10,12,0,4,1,10,5,3
17777,90,50,0,9,0,0,1,15,1,2
17778,103,80,1,6,0,2,1,2,4,2
17779,87,52,0,15,0,4,1,21,10,3
17780,96,78,8,10,0,6,2,3,2,2
17781,120,95,12,18,0,8,1,7,2,3
17782,109,64,0,18,0,3,3,26,10,3
17783,94,72,11,15,0,9,1,4,3,3
17784,87,51,0,15,0,4,1,22,10,3
17785,119,81,8,10,0,7,2,13,2,2
17786,127,89,13,11,0,4,2,15,5,5
17787,233,106,1,11,0,4,2,65,1,3
17788,87,68,8,15,0,64,1,5,1,3
17789,113,76,14,9,0,5,2,16,2,2
17790,100,78,11,15,0,77,1,5,1,3
17791,129,83,0,13,0,13,2,27,2,3
17792,83,55,0,13,0,2,2,11,3,3
17793,129,83,0,13,0,13,2,27,2,3
17794,111,63,0,7,0,8,4,31,1,2
17795,112,79,6,13,0,16,2,17,3,3
17796,404,127,9,9,0,4,1,139,4,3
17797,97,76,7,10,0,7,1,7,3,3
17798,160,123,15,19,0,8,4,8,7,6
17799,84,38,3,6,0,2,1,17,4,2
17800,99,77,4,15,0,4,1,8,4,3
17801,98,75,9,12,0,10,1,7,3,3
17802,116,69,0,12,0,7,7,31,2,3
17803,88,73,7,6,0,9,1,0,4,3
17804,96,74,5,6,0,8,1,8,5,2
17805,85,54,1,15,0,7,7,17,3,2
17806,97,71,7,12,0,6,1,10,5,3
17807,224,109,4,11,0,5,5,61,1,3
17808,195,165,23,13,0,8,1,0,3,3
17809,107,84,10,7,0,8,1,6,3,3
17810,86,67,9,10,0,11,1,4,2,3
17811,88,64,0,12,0,6,2,8,3,3
17812,91,62,10,10,0,4,1,10,5,3
17813,89,62,11,8,0,4,1,8,4,3
17814,86,62,10,8,0,4,1,6,4,3
17815,113,84,10,14,0,4,2,8,6,3
17816,110,81,0,10,0,4,2,4,2,3
17817,102,62,13,9,0,5,2,20,2,2
17818,118,81,8,10,0,7,2,12,2,2
17819,104,75,15,13,0,16,2,7,2,2
17820,121,95,0,13,0,10,2,6,3,6
17821,102,61,12,9,0,5,2,22,2,2
17822,120,92,7,19,0,8,4,8,6,6
17823,100,75,11,10,0,6,1,6,4,3
17824,115,90,0,13,0,10,2,6,3,6
17825,404,128,11,9,0,5,1,137,4,3
17826,107,78,0,10,0,4,2,4,2,3
17827,109,73,4,15,0,10,8,13,6,3
17828,87,64,10,13,0,10,2,6,2,2
17829,91,60,8,11,0,4,1,14,5,3
17830,91,39,2,10,0,3,1,39,6,3
17831,109,62,0,5,1,5,4,20,2,2
17832,110,92,6,6,0,2,1,1,7,2
17833,95,70,10,7,0,8,1,8,3,3
17834,119,90,10,6,0,8,1,10,5,2
17835,87,63,7,10,0,4,1,8,5,3
17836,93,69,7,14,0,4,1,8,5,3
17837,119,96,10,18,0,8,1,7,2,3
17838,90,64,0,13,0,6,2,7,14,6
17839,98,36,0,9,0,0,1,31,1,2
17840,349,227,0,13,0,8,3,81,3,3
17841,107,81,13,6,0,6,1,6,3,3
17842,86,63,0,10,0,7,1,6,4,2
17843,116,90,13,13,0,12,1,6,3,3
17844,114,85,15,13,0,16,2,6,3,2
17845,110,84,13,13,0,9,1,6,3,3
17846,129,57,0,12,0,3,1,31,2,2
17847,142,86,8,15,0,16,2,21,3,2
17848,105,81,11,13,0,9,1,6,3,3
17849,113,88,11,14,0,10,2,4,5,6
17850,109,86,7,10,0,2,2,7,4,3
17851,95,69,9,14,0,4,1,8,5,3
17852,117,80,9,9,0,5,1,16,3,3
17853,170,122,33,13,0,53,2,8,2,2
17854,99,41,0,12,0,3,1,27,2,2
17855,92,74,10,12,0,72,2,2,1,2
17856,126,101,13,10,0,5,1,6,2,3
17857,69,58,0,25,0,3,3,0,5,3
17858,66,52,4,14,0,8,1,3,3,3
17859,163,65,0,9,0,3,1,45,3,2
17860,89,62,15,11,0,70,2,6,1,2
17861,90,75,0,6,0,12,1,3,8,2
17862,123,48,0,12,0,3,1,36,2,2
17863,162,105,0,12,0,7,14,32,2,3
17864,123,50,0,12,0,3,1,34,2,2
17865,98,80,9,15,0,14,2,0,4,6
17866,116,81,11,14,0,5,1,15,5,3
17867,134,100,12,10,0,12,1,11,2,3
17868,120,59,1,15,0,4,2,28,5,3
17869,85,65,4,14,0,4,1,7,5,3
17870,85,62,0,14,0,0,1,4,1,3
17871,392,125,12,9,0,5,1,131,4,3
17872,111,83,0,18,0,2,2,7,9,3
17873,148,99,1,15,0,7,2,19,3,2
17874,125,97,0,13,0,9,2,6,3,6
17875,88,67,6,17,0,8,2,8,2,3
17876,97,74,5,15,0,4,1,8,4,3
17877,91,65,13,7,0,8,1,6,3,3
17878,89,63,0,13,0,5,2,7,14,6
17879,383,122,10,9,0,4,1,130,4,3
17880,76,59,0,13,0,9,2,2,1,2
17881,85,60,10,11,0,66,1,10,1,3
17882,115,82,10,11,0,4,1,14,5,3
17883,109,90,6,9,0,2,2,1,7,5
17884,142,99,15,14,0,2,1,16,6,3
17885,108,75,15,15,0,19,3,10,2,6
17886,107,48,8,13,0,4,1,43,4,3
17887,147,123,14,13,0,12,1,1,3,3
17888,89,65,6,14,0,7,1,8,6,3
17889,305,98,7,9,0,5,1,103,4,3
17890,94,66,11,11,0,65,1,10,2,3
17891,137,117,11,13,0,2,2,0,4,2
17892,99,35,0,9,0,81,1,31,2,4
17893,167,58,3,9,0,5,1,54,4,3
17894,120,84,9,13,0,16,2,17,3,3
17895,88,67,6,6,0,8,1,8,3,2
17896,88,61,0,15,0,33,1,12,5,2
17897,87,68,1,7,0,19,3,2,1,2
17898,84,55,0,11,0,5,1,15,1,3
17899,192,108,0,6,0,2,1,35,3,2
17900,89,64,0,15,0,16,2,13,3,2
17901,102,55,7,10,0,5,1,31,5,3
17902,111,86,7,14,0,9,2,8,3,3
17903,94,67,12,8,0,4,1,7,4,3
17904,104,84,0,10,0,8,5,5,5,2
17905,139,107,13,10,0,7,1,12,3,3
17906,89,68,9,6,0,7,1,4,4,3
17907,84,39,0,14,0,4,1,20,5,2
17908,66,48,0,14,1,2,2,5,2,3
17909,112,75,1,15,0,7,5,16,3,2
17910,118,81,8,10,0,7,2,12,2,2
17911,90,72,2,7,0,11,2,2,3,3
17912,83,64,1,13,0,8,4,3,6,3
17913,87,61,9,10,0,4,1,8,5,3
17914,140,55,0,9,0,4,1,43,2,2
17915,139,110,1,15,0,9,1,6,2,3
17916,97,76,8,10,0,5,1,7,2,3
17917,106,73,7,10,0,7,2,9,2,2
17918,92,69,9,10,0,6,1,6,4,3
17919,99,38,0,9,0,81,1,28,2,4
17920,89,67,13,15,0,66,2,3,1,3
17921,92,37,0,12,0,2,2,23,2,6
17922,110,86,12,6,0,7,1,4,4,3
17923,105,76,10,12,0,5,1,10,5,3
17924,100,45,0,9,0,3,1,23,3,2
17925,84,69,3,6,0,2,2,1,6,2
17926,104,74,9,18,0,6,5,8,5,6
